# Han-character frequency over the Kanripo corpus (Kanseki Repository, CC BY-SA 4.0).
# Generated by bin/sino_freq.rb on 2026-08-09 · 1.4.0
# 721813636 character tokens · 28368 distinct characters · 4571394 passages · docs = texts containing the character.
# Top 3000 rows carry Unihan kTotalStrokes/kMandarin and BabelStone IDS.
rank	char	count	docs	strokes	pinyin	ids
1618	輸	63272	2676	16	shū	⿰車俞
1619	廵	63251	2031	5	xún	⿺廴巛
1620	愧	63221	2856	12	kuì	⿰忄鬼
1621	儉	63082	2672	15	jiǎn	⿰亻僉
1622	秩	63039	2559	10	zhì	⿰禾失
1623	篤	62925	2922	16	dǔ	⿱𥫗馬
1624	育	62822	3320	8	yù	⿳亠厶⺝
1625	互	62695	3258	4	hù	⿱一彑
1626	蓮	62689	2540	13	lián	⿱艹連
1627	陜	62519	1780	9	xiá	⿰阝夾
1628	斤	62461	2670	4	jīn	⿸𠂆丅
1629	晦	62420	3288	11	huì	⿰日每
1630	驗	62313	3138	23	yàn	⿰馬僉
1631	坡	62301	2163	8	pō	⿰土皮
1632	悠	62291	2541	11	yōu	⿱攸心
1633	逰	62200	2142	11	yóu	⿺辶⿰扌⿱𠂉子
1634	没	62153	3232	7	méi	⿰氵殳
1635	佩	62088	2985	8	pèi	⿰亻𫥞
1636	蔽	62049	3167	14	bì	⿱艹敝
1637	敷	62034	3070	15	fū	⿰旉攵
1638	片	61961	2810	4	piàn	⿰丿⿱丄𠃍
1639	併	61892	2980	8	bìng	⿰亻并
1640	饑	61859	2715	20	jī	⿰飠幾
1641	閑	61831	3024	12	xián	⿵門木
1642	傍	61702	3042	12	bàng	⿰亻旁
1643	像	61664	2881	13	xiàng	⿰亻象
1644	黑	61595	2980	12	hēi	⿱{68}灬
1645	蛇	61583	3176	11	shé	⿰虫它
1646	尼	61440	2747	5	ní	⿸尸匕
1647	熈	61425	2233	14	xī	⿱⿰𱼧巳灬
1648	潮	61415	2287	15	cháo	⿰氵朝
1649	歐	61272	2355	15	ōu	⿰區欠
1650	夾	61141	2867	7	jiā	⿻大从
1651	凌	61064	3123	10	líng	⿰冫夌
1652	伍	61046	2500	6	wǔ	⿰亻五
1653	眉	61015	2995	9	méi	⿸𠃜目
1654	竭	61006	3216	14	jié	⿰立曷
1655	浸	60975	2855	10	jìn	⿰氵𠬶
1656	藉	60866	3100	17	jí	⿱艹耤
1657	燭	60660	3207	17	zhú	⿰火蜀
1658	嶽	60623	3119	17	yuè	⿱山獄
1659	價	60584	2401	15	jià	⿰亻賈
1660	祈	60561	2930	8	qí	⿰礻斤
1661	訟	60556	2706	11	sòng	⿰訁公
1662	俯	60359	3214	10	fǔ	⿰亻府
1663	鑑	60305	2622	22	jiàn	⿰釒監
1664	孚	60296	2330	7	fú	⿱爫子
1665	瓊	60225	2825	18	qióng	⿰𤣩夐
1666	迷	60060	3462	9	mí	⿺辶米
1667	叙	60058	2895	9	xù	⿰余又
1668	拂	60043	2997	8	fú	⿰扌弗
1669	陷	60026	2447	10	xiàn	⿰阝臽
1670	沒	59914	2756	7	méi	⿰氵⿱勹又
1671	阻	59893	2810	7	zǔ	⿰阝且
1672	戲	59550	2798	17	xì	⿰䖒戈
1673	貳	59541	2304	12	èr	⿹弋⿱二貝
1674	箇	59428	2233	14	gè	⿱𥫗固
1675	遽	59387	2901	16	jù	⿺辶豦
1676	腸	59305	2594	13	cháng	⿰月昜
1677	削	59200	3171	9	xuē	⿰肖刂
1678	吴	59182	1973	7	wú	⿱口天
1679	粉	59159	2642	10	fěn	⿰米分
1680	陣	59129	2399	9	zhèn	⿰阝車
1681	艱	59035	2808	17	jiān	⿰𦰩艮
1682	展	58951	3096	10	zhǎn	⿸尸⿱龷{25}
1683	穿	58844	3252	9	chuān	⿱穴牙
1684	活	58718	2937	9	huó	⿰氵舌
1685	滋	58692	3306	12	zī	⿰氵兹
1686	勅	58645	1909	9	chì	⿰束力
1687	輩	58482	2929	15	bèi	⿱非車
1688	奚	58424	2880	10	xī	⿱爫𡗞
1689	擾	58394	2868	18	rǎo	⿰扌憂
1690	鬱	58303	2896	29	yù	⿳⿲木缶木冖⿰鬯彡
1691	騰	58211	3217	20	téng	⿰月駦
1692	殆	58146	3201	9	dài	⿰歹台
1693	炒	58119	498	8	chǎo	⿰火少
1694	段	58108	2552	9	duàn	⿰{6}殳
1695	弦	58019	2549	8	xián	⿰弓玄
1696	炁	58008	1219	8	qì	⿱旡灬
1697	牽	57951	3260	11	qiān	⿳亠⿻幺冖牛
1698	幣	57838	2122	14	bì	⿱敝巾
1699	枯	57814	3263	9	kū	⿰木古
1700	鄙	57783	3025	13	bǐ	⿰啚阝
1701	秉	57779	2924	8	bǐng	⿻禾{43}
1702	璧	57774	2760	18	bì	⿱辟玉
1703	拘	57738	3322	8	jū	⿰扌句
1704	鄧	57713	2386	14	dèng	⿰登阝
1705	究	57667	3274	7	jiū	⿱穴九
1706	僅	57638	3017	13	jǐn	⿰亻堇
1707	披	57525	3164	8	pī	⿰扌皮
1708	姜	57374	2318	9	jiāng	⿱𦍌女
1709	裳	57372	2912	14	shang	⿱𫩠衣
1710	圭	57370	2798	6	guī	⿱土土
1711	晩	57258	1837	12	wǎn	⿰日⿱{2}儿
1712	盗	57209	2372	11	dào	⿱次皿
1713	幼	57203	2704	5	yòu	⿰幺力
1714	氷	57189	2745	5	bīng	⿽水丶
1715	突	57173	2654	9	tū	⿱穴犬
1716	潭	57013	2246	15	tán	⿰氵覃
1717	崖	56981	2521	11	yá	⿱山厓
1718	翔	56889	2946	12	xiáng	⿰羊羽
1719	薑	56886	1138	16	jiāng	⿱艹畺
1720	黙	56719	2853	15	mò	⿱⿰里犬灬
1721	胃	56645	1608	9	wèi	⿱田⺝
1722	測	56636	3373	12	cè	⿰氵則
1723	喻	56628	2928	12	yù	⿰口俞
1724	弼	56600	2410	12	bì	⿲弓百弓
1725	冦	56558	2201	10	kòu	⿱冖⿺元攴
1726	鑿	56538	3159	28	záo	⿱𣫞金
1727	宏	56418	2605	7	hóng	⿱宀厷
1728	乳	56402	2642	8	rǔ	⿰孚乚
1729	秘	56397	2808	10	mì	⿰禾必
1730	姬	56202	2412	10	jī	⿰女𦣞
1731	途	56013	3048	10	tú	⿺辶余
1732	遭	55960	3249	14	zāo	⿺辶曹
1733	飄	55936	2726	20	piāo	⿰票風
1734	巽	55778	1967	12	xùn	⿱⿰巳巳共
1735	崩	55770	2554	11	bēng	⿱山朋
1736	瘡	55658	1740	15	chuāng	⿸疒倉
1737	酬	55584	2702	13	chóu	⿰酉州
1738	較	55550	2958	13	jiào	⿰車交
1739	寓	55403	3048	12	yù	⿱宀禺
1740	恤	55402	2499	9	xù	⿰忄血
1741	訖	55314	2555	10	qì	⿰訁乞
1742	畝	55206	2093	10	mǔ	⿰亩久
1743	熊	55130	3533	14	xióng	⿱能灬
1744	趣	55031	3117	15	qù	⿺走取
1745	賛	54991	2254	15	zàn	⿱㚘貝
1746	肥	54961	2987	8	féi	⿰月巴
1747	幹	54940	2761	13	gàn	⿰𠦝𫢉
1748	荀	54925	2199	9	xún	⿱艹旬
1749	誓	54908	2975	14	shì	⿱折言
1750	罔	54832	2865	8	wǎng	⿵冂𠅇
1751	頻	54770	2750	16	pín	⿰步頁
1752	犬	54701	2995	4	quǎn	⿺大丶
1753	苟	54700	2484	8	gǒu	⿱艹句
1754	頂	54634	2980	11	dǐng	⿰丁頁
1755	欺	54547	3121	12	qī	⿰其欠
1756	枕	54487	2920	8	zhěn	⿰木冘
1757	鸞	54486	2671	30	luán	⿱䜌鳥
1758	卓	54417	2781	8	zhuó	⿱⺊早
1759	聊	54370	2650	11	liáo	⿰耳卯
1760	肝	54208	2563	7	gān	⿰月干
1761	奇	53945	2382	8	qí	⿱大可
1762	閭	53849	2776	14	lǘ	⿵門吕
1763	芝	53731	2686	6	zhī	⿱艹之
1764	淫	53660	2984	11	yín	⿰氵㸒
1765	課	53572	2070	15	kè	⿰訁果
1766	誥	53570	2598	14	gào	⿰訁告
1767	牢	53561	2920	7	láo	⿱宀牛
1768	敎	53559	1744	11	jiào	⿰𡥉攵
1769	圗	53467	1803	14	tú	⿴囗⿱𠫘囬
1770	裕	53395	2375	12	yù	⿰衤谷
1771	映	53203	2526	9	yìng	⿰日央
1772	拒	53117	2520	7	jù	⿰扌巨
1773	捕	53101	2404	10	bǔ	⿰扌甫
1774	柴	53092	2516	10	chái	⿱此木
1775	局	53028	2664	7	jú	⿸尸⿹𠃌口
1776	逮	53026	2983	11	dǎi	⿺辶隶
1777	囘	53015	2136	5	huí	⿵冂巳
1778	輝	52915	2885	15	huī	⿰光軍
1779	貶	52908	2219	11	biǎn	⿰貝乏
1780	祗	52819	2639	9	zhī	⿰礻氐
1781	陞	52817	1450	9	shēng	⿰阝𡉼
1782	呈	52797	2596	7	chéng	⿱口王
1783	灌	52790	2859	20	guàn	⿰氵雚
1784	飯	52778	2755	12	fàn	⿰飠反
1785	叢	52670	2787	18	cóng	⿱丵⿸耳又
1786	霧	52565	2675	18	wù	⿱雨務
1787	斂	52560	2472	17	liǎn	⿰僉攵
1788	拔	52533	2894	8	bá	⿰扌犮
1789	旬	52512	2949	6	xún	⿹勹日
1790	肺	52467	2336	8	fèi	⿰月巿
1791	滯	52381	3172	14	zhì	⿰氵帶
1792	潔	52326	3319	15	jié	⿰氵絜
1793	巾	52279	2812	3	jīn	⿻冂丨
1794	隴	52266	2362	18	lǒng	⿰阝龍
1795	羞	52265	2784	10	xiū	⿸⺶丑
1796	壺	52254	2650	12	hú	⿱士⿱冖{79}
1797	譽	52183	2736	20	yù	⿱與言
1798	苗	52103	2662	8	miáo	⿱艹田
1799	昨	52011	2514	9	zuó	⿰日乍
1800	脾	51903	1652	12	pí	⿰月卑
1801	乏	51853	2858	4	fá	⿱㇒之
1802	腰	51853	2760	13	yāo	⿰月要
1803	強	51815	2321	11	qiáng	⿰弓𧈧
1804	繡	51806	2570	19	xiù	⿰糹肅
1805	筵	51746	2431	12	yán	⿱𥫗延
1806	恃	51731	2789	9	shì	⿰忄寺
1807	䟽	51672	2126	14		⿰𧾷㐬
1808	漕	51605	1740	14	cáo	⿰氵曹
1809	範	51535	2893	15	fàn	⿱𥫗𨊠
1810	昆	51462	2627	8	kūn	⿱日比
1811	健	51202	2756	10	jiàn	⿰亻建
1812	脱	51182	2846	11	tuō	⿰月兑
1813	曠	51171	2990	18	kuàng	⿰日廣
1814	劍	51153	2409	15	jiàn	⿰僉刂
1815	宦	51057	2388	9	huàn	⿱宀臣
1816	垣	51036	2588	9	yuán	⿰土亘
1817	譜	50997	2126	19	pǔ	⿰訁普
1818	創	50995	2644	12	chuàng	⿰倉刂
1819	峻	50984	2685	10	jùn	⿰山夋
1820	賴	50876	2825	16	lài	⿰束負
1821	現	50832	2028	11	xiàn	⿰𤣩見
1822	鴈	50812	2287	15	yàn	⿸厂𠌵
1823	響	50808	3152	20	xiǎng	⿱鄉音
1824	饒	50768	2721	20	ráo	⿰飠堯
1825	亷	50735	2153	13	lián	⿸产⿻⿱{43}八⿰丨丨
1826	艮	50729	1781	6	gěn	⿸⿰𠄌𫜹{24}
1827	割	50718	2901	12	gē	⿰害刂
1828	炙	50679	2120	8	zhì	⿱𱼀火
1829	泛	50636	2929	7	fàn	⿰氵乏
1830	磨	50579	3017	16	mó	⿸麻石
1831	棲	50567	2751	12	qī	⿰木妻
1832	潘	50527	2338	15	pān	⿰氵番
1833	塔	50473	1748	12	tǎ	⿰土荅
1834	標	50463	2873	15	biāo	⿰木票
1835	昇	50253	2988	8	shēng	⿱日升
1836	隅	50163	2964	11	yú	⿰阝禺
1837	悦	50162	2422	10	yuè	⿰忄兑
1838	傑	50149	2516	12	jié	⿰亻桀
1839	整	50139	3015	16	zhěng	⿱敕正
1840	裴	50135	1992	14	péi	⿱非衣
1841	哲	50071	2660	10	zhé	⿱折口
1842	汁	50036	1411	5	zhī	⿰氵十
1843	澗	50034	2428	15	jiàn	⿰氵間
1844	冕	50019	2416	11	miǎn	⿱冃免
1845	低	49966	2701	7	dī	⿰亻氐
1846	臯	49950	2537	12	gāo	⿱自𠦂
1847	返	49898	3297	7	fǎn	⿺辶反
1848	萊	49769	2723	11	lái	⿱艹來
1849	濁	49724	3311	16	zhuó	⿰氵蜀
1850	岐	49678	2778	7	qí	⿰山支
1851	渭	49653	2258	12	wèi	⿰氵胃
1852	庾	49646	2080	11	yǔ	⿸广臾
1853	賣	49601	2550	15	mài	⿱士買
1854	彈	49558	2744	15	dàn	⿰弓單
1855	奈	49501	2936	8	nài	⿱大示
1856	偃	49466	2931	11	yǎn	⿰亻匽
1857	嫁	49425	2515	13	jià	⿰女家
1858	獵	49414	2686	18	liè	⿰犭巤
1859	攸	49381	2345	7	yōu	⿲亻丨攵
1860	儲	49373	2490	17	chǔ	⿰亻諸
1861	淚	49373	2181	11	lèi	⿰氵戾
1862	雀	49335	2836	11	què	⿱𡭔隹
1863	弑	49316	1460	12	shì	⿰杀式
1864	欣	49302	2726	8	xīn	⿰斤欠
1865	涼	49276	2240	11	liáng	⿰氵京
1866	綿	49263	3005	14	mián	⿰糹帛
1867	踐	49215	2809	15	jiàn	⿰𧾷戔
1868	黍	49203	2608	12	shǔ	⿱禾𱥯
1869	霄	49197	2911	15	xiāo	⿱雨肖
1870	添	49153	2589	11	tiān	⿰氵忝
1871	赫	49133	2659	14	hè	⿰赤赤
1872	辯	49036	2813	21	biàn	⿲辛言辛
1873	幕	49023	2571	13	mù	⿱莫巾
1874	競	49012	3088	20	jìng	⿰竞竞
1875	輙	48861	2292	15	zhé	⿰車取
1876	狐	48782	2772	8	hú	⿰犭瓜
1877	虜	48722	1783	13	lǔ	⿸虍男
1878	薨	48586	1812	16	hōng	⿳⿱艹罒冖死
1879	鑒	48560	2777	22	jiàn	⿱𰯲金
1880	絃	48520	2346	11	xián	⿰糹玄
1881	迴	48488	2549	9	huí	⿺辶回
1882	脚	48395	2552	11	jiǎo	⿰月却
1883	坊	48386	2137	7	fāng	⿰土方
1884	戈	48333	2875	4	gē	⿺𭠍丶
1885	宛	48286	2778	8	wǎn	⿱宀夗
1886	擁	48258	2794	16	yōng	⿰扌雍
1887	絳	48225	2806	12	jiàng	⿰糹夅
1888	軾	48188	1558	13	shì	⿰車式
1889	梧	48167	2389	11	wú	⿰木吾
1890	淡	48128	2824	11	dàn	⿰氵炎
1891	爽	48109	3063	11	shuǎng	⿻大㸚
1892	汲	48064	2857	6	jí	⿰氵及
1893	杯	48047	2299	8	bēi	⿰木不
1894	摩	48046	2948	15	mó	⿸麻手
1895	髮	48012	2978	15	fà fǎ	⿱髟犮
1896	恵	47951	1951	10	huì	⿱𤰔心
1897	枚	47941	2284	8	méi	⿰木攵
1898	爰	47931	2450	9	yuán	⿳爫一友
1899	鑄	47919	2529	22	zhù	⿰釒壽
1900	僚	47899	2429	14	liáo	⿰亻尞
1901	窺	47879	3096	16	kuī	⿱穴規
1902	莽	47869	2489	10	mǎng	⿱艹𬌪
1903	彊	47847	2030	16	jiàng	⿰弓畺
1904	準	47830	2014	13	zhǔn	⿱淮十
1905	滄	47793	2319	13	cāng	⿰氵倉
1906	溢	47757	2988	13	yì	⿰氵益
1907	混	47609	3496	11	hùn	⿰氵昆
1908	逕	47601	1826	10	jìng	⿺辶巠
1909	舌	47559	3176	6	shé	⿱千口
1910	簾	47553	2099	19	lián	⿱𥫗廉
1911	況	47527	2497	8	kuàng	⿰氵兄
1912	唱	47479	2843	11	chàng	⿰口昌
1913	瓦	47456	2859	4	wǎ	⿵⿸⿱一𠄌㇈丶
1914	鼻	47440	2921	14	bí	⿱自畀
1915	咨	47310	2360	9	zī	⿱次口
1916	焦	47288	2761	12	jiāo	⿱隹灬
1917	催	47264	2131	13	cuī	⿰亻崔
1918	繞	47235	2757	18	rào	⿰糹堯
1919	掃	47217	2950	11	sǎo	⿰扌帚
1920	料	47173	2481	10	liào	⿰米斗
1921	灰	47099	2784	6	huī	⿸𠂇火
1922	玩	47089	2902	8	wán	⿰𤣩元
1923	遍	46998	3068	12	biàn	⿺辶扁
1924	専	46965	2241	9	zhuān	⿱𤰔寸
1925	弔	46953	2456	4	diào	⿻弓丨
1926	寇	46914	1816	11	kòu	⿱宀⿺元攴
1927	祿	46887	2037	12	lù	⿰礻彔
1928	嫌	46754	2869	13	xián	⿰女兼
1929	銜	46720	2604	14	xián	⿲彳金亍
1930	滑	46715	2520	12	huá	⿰氵骨
1931	淹	46702	2464	11	yān	⿰氵奄
1932	禾	46657	2561	5	hé	⿱㇒木
1933	警	46643	2782	19	jǐng	⿱敬言
1934	鋒	46598	2547	15	fēng	⿰釒夆
1935	羲	46500	2528	16	xī	⿱𦍌⿹⿻禾{97}丂
1936	猛	46442	3057	11	měng	⿰犭孟
1937	徧	46417	3028	12	biàn	⿰彳扁
1938	陂	46409	2228	7	pí	⿰阝皮
1939	遜	46348	2499	13	xùn	⿺辶孫
1940	繩	46183	2910	19	shéng	⿰糹黽
1941	閩	46159	1998	14	mǐn	⿵門虫
1942	饗	46120	2065	20	xiǎng	⿱鄉食
1943	邵	46091	2362	7	shào	⿰召阝
1944	藍	45999	2207	17	lán	⿱艹監
1945	啼	45938	2251	12	tí	⿰口帝
1946	孺	45830	2247	17	rú	⿰子需
1947	話	45828	2445	13	huà	⿰訁舌
1948	聰	45756	2684	17	cōng	⿰耳悤
1949	織	45741	2557	18	zhī	⿰糹戠
1950	褒	45623	2367	15	bāo	⿳亠保𧘇
1951	嘆	45604	2717	14	tàn	⿰口𦰩
1952	篆	45578	2410	15	zhuàn	⿱𥫗彖
1953	毅	45472	3457	15	yì	⿰豙殳
1954	廉	45405	2367	13	lián	⿸广兼
1955	帳	45331	2371	11	zhàng	⿰巾長
1956	牀	45322	2524	8	chuáng	⿰爿木
1957	矜	45305	2795	9	jīn	⿰矛今
1958	菊	45280	1973	11	jú	⿱艹匊
1959	墜	45263	3091	14	zhuì	⿱隊土
1960	准	45198	1704	10	zhǔn	⿰冫隹
1961	閏	45118	2097	12	rùn	⿵門王
1962	懿	45106	2374	22	yì	⿰壹恣
1963	釣	45090	2401	11	diào	⿰釒勺
1964	寨	45053	1153	14	zhài	⿱𡨄木
1965	什	44988	2327	4	shén	⿰亻十
1966	涕	44931	2614	10	tì	⿰氵弟
1967	驕	44922	2803	22	jiāo	⿰馬喬
1968	裘	44899	2497	13	qiú	⿱求衣
1969	排	44883	2971	11	pái	⿰扌非
1970	腫	44876	1242	13	zhǒng	⿰月重
1971	蘆	44845	2052	19	lú	⿱艹盧
1972	僖	44795	1662	14	xī	⿰亻喜
1973	汪	44778	2089	7	wāng	⿰氵王
1974	扇	44777	2591	10	shàn	⿸户羽
1975	場	44773	2507	12	chǎng	⿰土昜
1976	暫	44761	2920	15	zàn	⿱斬日
1977	岡	44645	2160	8	gāng	⿵𦉰山
1978	几	44630	2773	2	jǐ	⿰丿㇈
1979	誌	44561	1952	14	zhì	⿰訁志
1980	算	44201	2257	14	suàn	⿱𥫗𥃲
1981	貝	44195	2148	7	bèi	⿱目八
1982	娶	44156	2329	11	qǔ	⿱取女
1983	茫	44136	2427	9	máng	⿱艹汒
1984	昧	44107	3240	9	mèi	⿰日未
1985	鼔	43976	2419	13	gǔ	⿰壴攴
1986	霸	43954	2153	21	bà	⿱雨䩗
1987	劒	43932	2100	16	jiàn	⿰僉刃
1988	墮	43874	3021	14	duò	⿱隋土
1989	壑	43873	2396	17	hè	⿱㕡土
1990	耀	43855	3009	20	yào	⿰光翟
1991	值	43732	2846	10	zhí	⿰亻直
1992	税	43725	1765	12	shuì	⿰禾兑
1993	嬰	43660	2954	17	yīng	⿱賏女
1994	脫	43579	3101	11	tuō	⿰月兌
1995	譏	43553	2521	19	jī	⿰訁幾
1996	綏	43449	2117	13	suī	⿰糹妥
1997	僉	43327	1769	13	qiān	⿳{88}吅从
1998	齡	43258	2424	20	líng	⿰齒令
1999	逼	43249	2756	12	bī	⿺辶畐
2000	杭	43221	1879	8	háng	⿰木亢
2001	洋	43193	2383	9	yáng	⿰氵羊
2002	潰	43175	2223	15	kuì	⿰氵貴
2003	掠	43125	2192	11	lüè	⿰扌京
2004	斥	43091	2596	5	chì	⿻斤丶
2005	倦	43035	2923	10	juàn	⿰亻卷
2006	級	42926	2081	9	jí	⿰糹及
2007	巫	42912	2620	7	wū	⿻工从
2008	冰	42880	2537	6	bīng	⿰冫水
2009	菜	42832	2393	11	cài	⿱艹采
2010	觸	42810	3306	20	chù	⿰角蜀
2011	跪	42697	2107	13	guì	⿰𧾷危
2012	亟	42674	2510	8	jí	⿱⿻了叹一
2013	板	42668	2706	8	bǎn	⿰木反
2014	纂	42637	3471	20	zuǎn	⿱𮅕糸
2015	的	42549	2633	8	de	⿰白勺
2016	仗	42533	2475	5	zhàng	⿰亻丈
2017	耆	42497	2384	10	qí	⿱老日
2018	涇	42482	1814	10	jīng	⿰氵巠
2019	謨	42369	2277	17	mó	⿰訁莫
2020	股	42347	2453	8	gǔ	⿰月殳
2021	爛	42343	2902	21	làn	⿰火闌
2022	棗	42335	2158	12	zǎo	⿱朿朿
2023	嵩	42275	2248	13	sōng	⿱山高
2024	染	42244	3093	9	rǎn	⿱氿木
2025	敕	42184	1687	11	chì	⿰束攵
2026	荅	42176	1953	9	dā	⿱艹合
2027	腎	42162	1355	12	shèn	⿱臤⺝
2028	團	42156	2352	14	tuán	⿴囗專
2029	揖	42150	2526	12	yī	⿰扌咠
2030	囚	42149	2417	5	qiú	⿴囗人
2031	彰	42127	2873	14	zhāng	⿰章彡
2032	擒	41995	1917	15	qín	⿰扌禽
2033	撥	41957	2328	15	bō	⿰扌發
2034	快	41888	2985	7	kuài	⿰忄夬
2035	夙	41748	2663	6	sù	⿵𠘨歹
2036	沿	41726	2203	8	yán	⿰氵⿱𠘧口
2037	偉	41563	2372	11	wěi	⿰亻韋
2038	慨	41516	2367	12	kǎi	⿰忄既
2039	層	41506	2470	15	céng	⿸尸曾
2040	觧	41487	1838	13	jiě	⿰角羊
2041	擅	41469	2550	16	shàn	⿰扌亶
2042	緒	41460	2779	14	xù	⿰糹者
2043	誣	41455	2578	14	wū	⿰訁巫
2044	陋	41207	2840	8	lòu	⿰阝𫠥
2045	眠	41112	2192	10	mián	⿰目民
2046	羌	41076	1712	7	qiāng	⿸⺶乚
2047	億	41066	2866	15	yì	⿰亻意
2048	肩	41064	2805	8	jiān	⿸户⺝
2049	遁	40895	2620	12	dùn	⿺辶盾
2050	畿	40888	2019	15	jī	⿹{29}田
2051	抗	40860	2522	7	kàng	⿰扌亢
2052	恥	40858	2504	10	chǐ	⿰耳心
2053	豹	40751	2631	10	bào	⿰豸勺
2054	膺	40614	2525	17	yīng	⿸䧹⺝
2055	囊	40484	2873	22	náng	⿱{38}𱔞
2056	蒸	40471	2705	13	zhēng	⿱艹烝
2057	弄	40448	2640	7	nòng	⿱王廾
2058	析	40448	2714	8	xī	⿰木斤
2059	覩	40420	2940	15	dǔ	⿰者見
2060	邱	40417	1447	7	qiū	⿰丘阝
2061	閲	40371	2339	15	yuè	⿵門兑
2062	黜	40367	2316	17	chù	⿰黑出
2063	纔	40350	2768	23	cái	⿰糹毚
2064	托	40243	2377	6	tuō	⿰扌乇
2065	㳺	40187	2083	11	yóu	⿰氵⿰扌⿱𠂉子
2066	冥	40183	2891	10	míng	⿱冖昗
2067	拱	40098	2721	9	gǒng	⿰扌共
2068	朗	40081	2504	10	lǎng	⿰{17}月
2069	飢	40075	2583	10	jī	⿰飠几
2070	冒	40054	2522	9	mào	⿱冃目
2071	括	40053	2737	9	kuò	⿰扌舌
2072	虧	40026	2905	17	kuī	⿰雐亏
2073	弁	39918	1859	5	biàn	⿱厶廾
2074	効	39871	2171	8	xiào	⿰交力
2075	綸	39808	2577	14	lún	⿰糹侖
2076	網	39800	2923	14	wǎng	⿰糹罔
2077	繇	39737	2035	17	yáo	⿰䍃系
2078	涉	39720	2783	10	shè	⿰氵步
2079	勾	39617	2445	4	gōu	⿹勹厶
2080	綠	39589	1625	14	lǜ	⿰糹彔
2081	砂	39529	2059	9	shā	⿰石少
2082	遐	39464	2713	12	xiá	⿺辶叚
2083	曷	39416	2475	9	hé	⿱日匃
2084	禱	39403	2585	18	dǎo	⿰礻壽
2085	陟	39403	2458	9	zhì	⿰阝步
2086	韶	39399	2367	14	sháo	⿰音召
2087	狼	39370	2790	10	láng	⿰犭良
2088	涯	39333	2587	11	yá	⿰氵厓
2089	濤	39276	2302	17	tāo	⿰氵壽
2090	隄	39275	1744	11	dī tí	⿰阝是
2091	緯	39265	2568	15	wěi	⿰糹韋
2092	蜜	39222	1600	14	mì	⿱宓虫
2093	喬	39177	2407	12	qiáo	⿱呑冋
2094	臧	39114	2357	14	zāng	⿵{61}臣
2095	憑	39099	2857	16	píng	⿱馮心
2096	霍	39075	2320	16	huò	⿱雨隹
2097	睿	39064	2035	14	ruì	⿳{37}一⿱八𥃦
2098	銷	39005	2469	15	xiāo	⿰釒肖
2099	鱗	38987	2538	23	lín	⿰魚粦
2100	鞭	38960	2595	18	biān	⿰革便
2101	綺	38943	2300	14	qǐ	⿰糹奇
2102	伸	38914	2969	7	shēn	⿰亻申
2103	頒	38842	2191	13	bān	⿰分頁
2104	溺	38812	2867	13	nì	⿰氵弱
2105	租	38791	1847	10	zū	⿰禾且
2106	戮	38781	2460	15	lù	⿰翏戈
2107	箋	38776	1594	14	jiān	⿱𥫗戔
2108	雉	38749	2369	13	zhì	⿰矢隹
2109	甞	38717	1636	13	cháng	⿱𫩠甘
2110	箭	38715	2260	15	jiàn	⿱𥫗前
2111	謬	38692	2928	18	miù	⿰訁翏
2112	捐	38587	2353	10	juān	⿰扌肙
2113	諌	38551	1881	15	dǒng	⿰訁東
2114	寕	38512	1280	12	níng	⿳宀丆𦉬
2115	譬	38469	2679	20	pì	⿱辟言
2116	杏	38467	2133	7	xìng	⿱木口
2117	宵	38384	2470	10	xiāo	⿱宀肖
2118	瑟	38348	2306	13	sè	⿱玨必
2119	播	38324	2637	15	bō	⿰扌番
2120	挾	38275	2693	10	xié	⿰扌夾
2121	泊	38266	2389	8	pō	⿰氵白
2122	堤	38224	1878	12	dī tí	⿰土是
2123	竇	38222	2234	20	dòu	⿱穴賣
2124	䖍	38190	2256	10	qián	⿸虍攵
2125	碎	38171	2703	13	suì	⿰石卒
2126	疇	38147	2505	19	chóu	⿰田壽
2127	俄	38132	2353	9	é	⿰亻我
2128	奸	38104	2154	6	jiān	⿰女干
2129	胸	38097	2312	10	xiōng	⿰月匈
2130	詐	38074	2452	12	zhà	⿰訁乍
2131	陪	38070	2326	10	péi	⿰阝咅
2132	淑	38066	2329	11	shū	⿰氵叔
2133	湏	38006	1649	12	huì	⿰氵頁
2134	祕	38003	2441	9	mì	⿰礻必
2135	沛	37998	2330	7	pèi	⿰氵巿
2136	冝	37997	1727	7	yí	⿱冖且
2137	探	37962	2898	11	tàn	⿰扌罙
2138	俞	37944	2239	9	yú	⿱{88}⿰⺝刂
2139	躍	37930	2891	21	yuè	⿰𧾷翟
2140	罕	37855	2561	7	hǎn	⿱{80}干
2141	湛	37838	2644	12	zhàn	⿰氵甚
2142	樊	37797	2249	15	fán	⿱棥大
2143	晋	37762	1418	10	jìn	⿱亚日
2144	渉	37762	2394	11	shè	⿰氵歩
2145	軌	37756	2516	9	guǐ	⿰車九
2146	飽	37683	2871	13	bǎo	⿰飠包
2147	菴	37682	1738	11	ān	⿱艹奄
2148	眷	37680	2416	11	juàn	⿱龹目
2149	属	37679	1403	12	shǔ	⿸尸禹
2150	慢	37634	2990	14	màn	⿰忄曼
2151	恕	37585	2318	10	shù	⿱如心
2152	谿	37551	2020	17	xī	⿰奚谷
2153	薩	37540	1239	16	sà	⿱艹隡
